trade_key,variant,model_requested,model_returned,reasoning_effort,snapshot_sha256,prompt_sha256,request_timestamp,response_id,verdict,confidence,setup_class,reason_codes,risk_flags,summary,token_usage,error
EX_EN_1779900918,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,7a42cab1007cdc4ce56c3982f7ecc8d700124deae93e5d2f40a0ea1617923f0d,47ec24bd4a07507e1e7e0866f88f90ba3dda483115dc978a38c0933ca08de50d,2026-09-24T18:25:09.504269+00:00,resp_09f5a8c2a597121f016ab56b05c60087d2a28be332e25b1896,REJECT,0.86,noisy_peak,"[""LONG_CONFLICTS_WITH_HIGH_CONFIDENCE_EXPANSION_DOWN_STRUCTURE"",""BROAD_3D_7D_DISTRIBUTION_PRESSURE_OPPOSES_LONG"",""PRICE_BELOW_1D_3D_7D_VWAP"",""SIGNAL_TO_FILL_DELAY_APPROX_2_HOURS"",""ENTRY_FOLLOWS_LOCAL_RALLY_NEAR_15M_30M_RANGE_HIGHS"",""ACTIVE_M15_SWING_HIGH_ZONE_OPPOSES_PATH_TO_TP1"",""TP1_REWARD_RISK_IS_UNFAVORABLE_AT_0.76R"",""INITIAL_STOP_OVERLAPS_DOWNSIDE_LIQUIDITY_CLUSTER""]","[""LOCAL_BUY_FLOW_CONFLICTS_WITH_BROAD_DOWNTREND"",""PEAK_VWAP_AND_POC_MEASUREMENTS_ARE_FAR_FROM_SIGNAL_PRICE"",""CANONICAL_POC_UNAVAILABLE"",""RECONSTRUCTED_PARTIAL_CONTEXT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""30D_HORIZON_INCOMPLETE_AND_DEGRADED"",""TP2_INTERSECTS_SIGNIFICANT_RESISTANCE_AND_MULTIPLE_LIQUIDITY_ZONES""]","Reject the long entry. Fresh local buying exists, but the fill came roughly two hours after the PEAK signal and after a short-term rally near 15m/30m highs. High-confidence expansion-down structure, broad distribution, price below major-horizon VWAPs, immediate overhead liquidity, vulnerable stop placement, and weak TP1 reward-to-risk outweigh the local momentum.","{""input_tokens"":7185,""input_tokens_details"":{""cache_write_tokens"":7182,""cached_tokens"":0},""output_tokens"":661,""output_tokens_details"":{""reasoning_tokens"":314},""total_tokens"":7846}",
EX_EN_1779900918,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,7a42cab1007cdc4ce56c3982f7ecc8d700124deae93e5d2f40a0ea1617923f0d,c51e17524f678cf00b66d62bd7edea5303a12af5aaaa1db5ccdf419c62f534c1,2026-09-24T18:25:20.817073+00:00,resp_059aeffec2ae435f016ab56b11172887d2be1c6efb4bc5bff0,REJECT,0.86,DELAYED_COUNTERTREND_LONG_WITH_WEAK_INITIAL_GEOMETRY,"[""COUNTERTREND_LONG_IN_HIGH_CONFIDENCE_EXPANSION_DOWN"",""SIGNAL_TO_FILL_DELAY_APPROX_122_MINUTES"",""TP1_REWARD_RISK_BELOW_1R"",""STOP_OVERLAPS_ACTIVE_HIGH_CONFIDENCE_DOWNSIDE_LIQUIDITY"",""UPSIDE_LIQUIDITY_OBSTACLE_BEFORE_TP1"",""TP2_INTERSECTS_SIGNIFICANT_RESISTANCE"",""LOCAL_MOMENTUM_SUPPORTS_BOUNCE"",""POSITIVE_PEAK_DELTA_AND_IMBALANCE"",""SIGNAL_POC_VWAP_INCONSISTENT_WITH_SIGNAL_PRICE""]","[""PARTIAL_RECONSTRUCTED_ASSESSMENT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""30D_HORIZON_INCOMPLETE_AND_DEGRADED"",""MARKET_CONTEXT_READY_WITH_PARTIAL_CONTEXT"",""POC_UNAVAILABLE_IN_MARKET_HORIZONS"",""USDT_USDC_QUOTE_CONVERSION_APPROXIMATE""]","REJECT on setup quality. The long had some credible short-term support from positive PEAK flow and a strong local rebound above short-horizon VWAPs, but the actual fill occurred roughly two hours after the signal in a high-confidence downside expansion regime. Initial geometry was weak at 0.76R to TP1, the stop sat inside active downside liquidity, and upside liquidity obstructed the path before TP1 while significant resistance intersected TP2. The signal POC/VWAP values were also far removed from the contemporaneous price, reducing confidence in those measurements. Partial historical reconstruction limits certainty, but the available evidence weighs against supporting the executed setup.","{""input_tokens"":6934,""input_tokens_details"":{""cache_write_tokens"":6931,""cached_tokens"":0},""output_tokens"":714,""output_tokens_details"":{""reasoning_tokens"":340},""total_tokens"":7648}",
EX_EN_1780067415,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,483a97f06d4b1aa4d508d5f208532ecf10ab51a958d7179691cd630fdeb342a2,620091768124802b952b0fa0721e22bc406d7b061f6c6d9cb825cc57105a259f,2026-09-24T18:25:32.344074+00:00,resp_0fcf94a8c2e66218016ab56b1c9b2887d2b9e8bde9eebc3fcd,REJECT,0.75,LATE_MOMENTUM_LONG_INTO_OVERHEAD_LIQUIDITY,"[""ENTRY_CHASED_ABOVE_SIGNAL"",""TP1_REWARD_RISK_BELOW_ONE"",""ENTRY_NEAR_SHORT_TERM_RANGE_HIGHS"",""IMMEDIATE_OVERHEAD_LIQUIDITY"",""BROAD_3D_7D_DISTRIBUTION_CONFLICT"",""LOCAL_MOMENTUM_POSITIVE_BUT_EXTENDED"",""SUPPORT_BELOW_ENTRY""]","[""CHOP_REGIME_LOW_CONFIDENCE"",""STOP_WITHIN_QUALIFIED_SUPPORT_ZONE"",""MIXED_SIGNIFICANT_ZONE_INTERSECTS_TARGET_PATH"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""PARTIAL_RECONSTRUCTED_CONTEXT"",""30D_HORIZON_INCOMPLETE""]","Reject the executed long entry. Positive 5m-60m flow, price above VWAP, and nearby support favor the direction locally, but the fill was about 0.15% above the quote-adjusted signal, occurred near the top of short-term ranges, and faced several active swing-high/double-top liquidity zones almost immediately overhead. Broad 3d/7d distribution conflicts with the local rebound, while TP1 offers only 0.82R and the stop sits within the qualified support area. Partial reconstructed context limits certainty but the actual entry geometry is unfavorable.","{""input_tokens"":7591,""input_tokens_details"":{""cache_write_tokens"":7588,""cached_tokens"":0},""output_tokens"":544,""output_tokens_details"":{""reasoning_tokens"":245},""total_tokens"":8135}",
EX_EN_1780067415,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,483a97f06d4b1aa4d508d5f208532ecf10ab51a958d7179691cd630fdeb342a2,162ecf336fe3353fa6586908f6a27ba691fa90540f44e9e4b30914ddf0f10749,2026-09-24T18:25:40.758662+00:00,resp_0e66ee0001869543016ab56b24fa2887d2949b116d7d19b563,REJECT,0.84,exhaustion,"[""late_long_entry_near_60m_240m_range_highs"",""multiple_overhead_liquidity_zones_immediately_oppose_continuation"",""broad_3d_7d_flow_and_vwap_context_conflict_with_long"",""tp1_reward_to_risk_below_one"",""local_buy_flow_supports_direction_but_is_already_stretched""]","[""entry_at_95pct_of_60m_and_240m_ranges"",""active_double_top_and_swing_high_liquidity_overhead"",""3d_7d_distribution_pressure"",""price_below_3d_and_7d_vwap_approx"",""mixed_significant_zone_intersects_target_path"",""partial_reconstructed_snapshot"",""poc_unavailable_on_canonical_horizons""]","Reject the executed long as a late chase. Strong 5m-60m buying and signal VWAP/POC alignment are outweighed by entry near the 60m/240m highs, several active overhead liquidity zones beginning almost immediately above entry, bearish 3d/7d context, and sub-1R reward to TP1.","{""input_tokens"":7820,""input_tokens_details"":{""cache_write_tokens"":7817,""cached_tokens"":0},""output_tokens"":446,""output_tokens_details"":{""reasoning_tokens"":184},""total_tokens"":8266}",
EX_EN_1780067415,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,483a97f06d4b1aa4d508d5f208532ecf10ab51a958d7179691cd630fdeb342a2,91ad9f0ab8a8b3667a512e07f43f2628c90f08cb0a9b4fb4f579c41d0ad78e0b,2026-09-24T18:25:47.536548+00:00,resp_02d579fe126acb09016ab56b2bccbc87d29693551eddd9acb8,REJECT,0.8,LOW_QUALITY_COUNTER_CONTEXT_MOMENTUM_LONG,"[""LONG_ENTRY_AFTER_SHARP_LOCAL_EXPANSION"",""ENTRY_NEAR_TOP_OF_INTRADAY_RANGES"",""MULTIPLE_OVERHEAD_LIQUIDITY_ZONES_WITHIN_0.11R"",""TP1_REWARD_BELOW_1R"",""BROAD_3D_7D_CONTEXT_OPPOSES_LONG"",""LOCAL_FLOW_AND_MOMENTUM_SUPPORT_LONG"",""NEARBY_HIGH_CONFIDENCE_SUPPORT_BELOW_ENTRY"",""TP2_BELOW_NEAREST_QUALIFIED_RESISTANCE""]","[""CHASE_RISK"",""LOCAL_BROAD_CONTEXT_CONFLICT"",""CHOP_REGIME_LOW_CONFIDENCE"",""OVERHEAD_SWING_HIGH_AND_DOUBLE_TOP_LIQUIDITY"",""PARTIAL_RECONSTRUCTED_CONTEXT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""30D_HORIZON_INCOMPLETE""]","REJECT: The long had genuine local support from positive buy flow, rising short-horizon prices, and nearby qualified support, but the actual fill occurred after a sharp expansion near the top of the 15m–4h ranges. Several active or touched swing-high and double-top liquidity zones sat almost immediately overhead, while TP1 offered only 0.82R. TP2 had acceptable 1.73R geometry and remained below qualified resistance, but broad 3d/7d distribution pressure, low-confidence chop, and the chased entry made the initial risk/reward insufficiently robust. Partial reconstructed context limits certainty.","{""input_tokens"":7569,""input_tokens_details"":{""cache_write_tokens"":7566,""cached_tokens"":0},""output_tokens"":983,""output_tokens_details"":{""reasoning_tokens"":650},""total_tokens"":8552}",
EX_EN_1781057890,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,daec2e215e4519bbdd066a924de9253a33defa0e6c9e438dd606c944a1c8c69e,31613ab7586a40e22a8e8e28e3ed45ee020732b00f02e9dc6102309e5140316e,2026-09-24T18:26:02.732042+00:00,resp_0e9b82496062e2e2016ab56b3ae5e487d282b4a983581b8a98,SUPPORT,0.78,BEARISH_EXPANSION_CONTINUATION_SHORT,"[""SHORT_ALIGNED_WITH_HIGH_CONFIDENCE_EXPANSION_DOWN"",""BEARISH_MOMENTUM_CONFIRMED_ACROSS_5M_15M_30M_60M_240M_AND_1D"",""ENTRY_BELOW_MULTI_HORIZON_VWAP"",""NEGATIVE_SIGNAL_DELTA"",""ACTUAL_SHORT_ENTRY_SLIGHTLY_BETTER_THAN_QUOTE_ADJUSTED_SIGNAL_PRICE"",""TP2_REWARD_RISK_ABOVE_2R"",""OVERHEAD_RESISTANCE_AND_BUY_SIDE_LIQUIDITY_SUPPORT_SHORT_INVALIDATION_STRUCTURE""]","[""TP1_REWARD_RISK_ONLY_1.12R"",""TARGET_PATH_CROSSES_SIGNIFICANT_SUPPORT_AND_SELL_SIDE_LIQUIDITY"",""STOP_NEAR_240M_HIGH_AND_WITHIN_TOUCHED_M15_SWING_HIGH_AREA"",""ENTRY_NEAR_LOW_END_OF_RECENT_RANGES_RAISES_EXTENSION_RISK"",""PARTIAL_RECONSTRUCTED_CONTEXT_WITH_UNKNOWN_EXACT_ASSESSMENT_CUTOFF"",""30D_INCOMPLETE_AND_7D_DEGRADED"",""USDT_USDC_QUOTE_CONVERSION_APPROXIMATE"",""MARKET_POC_UNAVAILABLE""]","The executed short has a clear directional edge: high-confidence market and structure classifiers are EXPANSION_DOWN, every complete intraday horizon is falling, and price is below VWAP from 5m through 7d. The actual entry was slightly more favorable than the quote-adjusted signal price, while TP2 offers 2.18R. Quality is reduced by nearby downside support/liquidity around TP1, a relatively thin 1.12R TP1, a stop vulnerable near the 240m high/swing-high zone, and partial reconstructed context.","{""input_tokens"":7463,""input_tokens_details"":{""cache_write_tokens"":7460,""cached_tokens"":0},""output_tokens"":610,""output_tokens_details"":{""reasoning_tokens"":216},""total_tokens"":8073}",
EX_EN_1781057890,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,daec2e215e4519bbdd066a924de9253a33defa0e6c9e438dd606c944a1c8c69e,4bed2c622fdec1de186af8373aa06cc0ab2d548deef18a18f43912b70dfe71cc,2026-09-24T18:26:11.934883+00:00,resp_0b833e38b0631ffe016ab56b44327887d2a73bc7fb73be581a,REJECT,0.78,exhaustion,"[""short_aligned_with_expansion_down_regime"",""negative_delta_and_price_below_vwap_across_local_horizons"",""entry_near_60m_and_240m_range_lows"",""downside_path_opposed_by_nearby_swing_low_and_double_bottom_liquidity"",""tp1_reward_only_1.12R_after_late_extension""]","[""late_short_chase_near_local_extrema"",""significant_zones_intersect_entry_to_targets"",""reacted_swing_low_near_61020_before_tp1"",""active_high_confidence_double_bottom_near_60700"",""canonical_poc_unavailable"",""partial_reconstructed_context"",""30d_horizon_incomplete""]","The bearish regime, negative flow, and sub-VWAP pricing favor the short direction, but the actual entry follows an already extended decline near the 60m/240m lows. Nearby downside liquidity and significant zones obstruct continuation before or around TP1, leaving only 1.12R to the first target. The directional thesis is valid, but entry quality is too chase-like to support.","{""input_tokens"":7692,""input_tokens_details"":{""cache_write_tokens"":7689,""cached_tokens"":0},""output_tokens"":1012,""output_tokens_details"":{""reasoning_tokens"":755},""total_tokens"":8704}",
EX_EN_1781057890,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,daec2e215e4519bbdd066a924de9253a33defa0e6c9e438dd606c944a1c8c69e,f243c1d1581c5d8e29ca84f8064460a20bc893ea039db912d750b26146f792f9,2026-09-24T18:26:26.647193+00:00,resp_08b288c1b8d16933016ab56b52f0d487d28dddaceefbe059cd,SUPPORT,0.83,BEARISH_EXPANSION_CONTINUATION_SHORT,"[""SHORT_ALIGNED_WITH_HIGH_CONFIDENCE_EXPANSION_DOWN"",""BEARISH_MOMENTUM_CONFIRMED_ACROSS_5M_TO_1D"",""PRICE_BELOW_VWAP_ACROSS_COMPLETE_NEAR_TERM_HORIZONS"",""NEGATIVE_SIGNAL_DELTA_AND_PRICE_BELOW_SIGNAL_VWAP_POC"",""ACTUAL_ENTRY_FAVORABLE_RELATIVE_TO_QUOTE_ADJUSTED_SIGNAL"",""POSITIVE_INITIAL_GEOMETRY_TP1_1_12R_TP2_2_18R"",""RISING_OPEN_INTEREST_DURING_NEAR_TERM_DECLINE_SUPPORTS_PARTICIPATION""]","[""TP1_REWARD_RISK_ONLY_MODEST"",""TARGET_PATH_INTERSECTS_SIGNIFICANT_AND_LOW_SIDE_LIQUIDITY_ZONES"",""STOP_NEAR_240M_HIGH_AND_INSIDE_TOUCHED_M15_SWING_HIGH_AREA"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""PARTIAL_RECONSTRUCTED_CONTEXT_WITH_DEGRADED_7D_AND_INCOMPLETE_30D_DATA"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","Support the executed short. The entry and initial geometry were directionally consistent with a high-confidence downside expansion, broad near-term selling momentum, negative DeltaScout delta, and price trading below relevant VWAP references. The actual entry was favorable versus the quote-adjusted signal and offered 1.12R to TP1 and 2.18R to TP2. Quality is reduced by reconstructed partial context, unavailable market POC, target-path liquidity and significant-zone overlap, and a stop placed close to the 240m high and within a nearby swing-high area.","{""input_tokens"":7441,""input_tokens_details"":{""cache_write_tokens"":7438,""cached_tokens"":0},""output_tokens"":740,""output_tokens_details"":{""reasoning_tokens"":360},""total_tokens"":8181}",
EX_EN_1781221266,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,0da828502f726f1770d3931be29f8e7448bcd39ab352de63be0a8cda4ff8733c,14bf8d06757ea66d8a1b06fc9bb45b61a9d3b44b57129ee2d6b0b531d4ae1fb1,2026-09-24T18:26:39.372766+00:00,resp_08517c69474cff62016ab56b5fa3c487d294c0f2cb118d6376,SUPPORT,0.64,bullish_momentum_continuation_with_overhead_liquidity,"[""LONG_ALIGNS_WITH_EXPANSION_UP_REGIME"",""POSITIVE_SHORT_HORIZON_PRICE_AND_DELTA"",""ENTRY_ABOVE_MULTI_HORIZON_VWAP"",""BULLISH_SIGNAL_IMBALANCE"",""NEGLIGIBLE_ENTRY_SLIPPAGE"",""TP1_GEOMETRY_APPROXIMATELY_1R"",""TP2_GEOMETRY_APPROXIMATELY_2R""]","[""ENTRY_NEAR_UPPER_1D_AND_3D_RANGES"",""OVERHEAD_LIQUIDITY_BEGINS_WITHIN_0.18R"",""DOUBLE_TOP_LIQUIDITY_NEAR_0.54R"",""QUALIFIED_RESISTANCE_INTERSECTS_PATH_TO_TP2"",""OPEN_INTEREST_DECLINED_ACROSS_KEY_HORIZONS"",""STOP_PRECEDES_QUALIFIED_SUPPORT_AND_OVERLAPS_SWING_LOW_ZONE"",""RECOVERED_DEGRADED_MARKET_DATA"",""RECONSTRUCTED_PARTIAL_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""30D_HORIZON_INCOMPLETE"",""MARKET_POC_UNAVAILABLE""]","The executed long is directionally supported by aligned expansion-up classifiers, positive short-term price and delta, bullish signal imbalance, and price holding above VWAP across relevant horizons. Entry conversion/slippage was negligible and the initial targets provide approximately 1R and 2R. The edge is moderated by an extended range location, falling open interest, nearby swing-high/double-top liquidity before TP1, resistance on the TP2 path, and a stop placed before qualified support. Partial reconstructed and degraded evidence limits confidence.","{""input_tokens"":8024,""input_tokens_details"":{""cache_write_tokens"":8021,""cached_tokens"":0},""output_tokens"":749,""output_tokens_details"":{""reasoning_tokens"":379},""total_tokens"":8773}",
EX_EN_1781221266,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,0da828502f726f1770d3931be29f8e7448bcd39ab352de63be0a8cda4ff8733c,9b54750ab15777a2c92036e10d05e22ef8b49de4c62796af582862df1425d10e,2026-09-24T18:26:50.955548+00:00,resp_0489df1808b20d00016ab56b6b214c87d2a75e58fd80c736ef,UNCLEAR,0.78,noisy_peak,"[""LOCAL_FLOW_SUPPORTS_LONG"",""EXPANSION_UP_REGIME"",""ENTRY_ABOVE_SHORT_HORIZON_VWAPS"",""ENTRY_STRETCHED_ABOVE_SIGNAL_VWAP_AND_POC"",""NEAR_MULTI_HORIZON_RANGE_HIGHS"",""OVERHEAD_LIQUIDITY_BEFORE_TP1"",""DECLINING_OI_WEAKENS_CONTINUATION"",""TP1_ONLY_ONE_TO_ONE_REWARD_RISK""]","[""RECONSTRUCTED_PARTIAL_CONTEXT"",""RECOVERED_DEGRADED_MARKET_DATA"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""30D_HORIZON_INCOMPLETE"",""CANONICAL_POC_UNAVAILABLE"",""SHORT_COVERING_RISK"",""SIGNIFICANT_RESISTANCE_INTERSECTS_TP2_PATH"",""STOP_ABOVE_NEAREST_SIGNIFICANT_SUPPORT""]","The long has fresh positive delta, 0.661 imbalance, and an expansion-up regime, while the actual fill was not an adverse chase versus the converted signal price. However, entry is already well above the signal VWAP/POC and near the upper portions of the 1d, 3d, and 7d ranges. Multiple active swing-high/double-top liquidity zones lie only 0.17R-0.54R overhead before TP1, and rising price alongside falling open interest suggests short-covering rather than durable participation. With heavily degraded reconstructed data and mixed continuation geometry, the edge is not reliable enough to support or definitively reject.","{""input_tokens"":8253,""input_tokens_details"":{""cache_write_tokens"":8250,""cached_tokens"":0},""output_tokens"":742,""output_tokens_details"":{""reasoning_tokens"":404},""total_tokens"":8995}",
EX_EN_1781221266,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,0da828502f726f1770d3931be29f8e7448bcd39ab352de63be0a8cda4ff8733c,1ac5f3e3e0a63c324a1fae37bdec8454594308425179c073f3fe7a784e2f4918,2026-09-24T18:27:04.830704+00:00,resp_02b2e4fe5d9a0940016ab56b79344887d28023f92e4c87a8cc,SUPPORT,0.68,LONG_MOMENTUM_CONTINUATION_WITH_OVERHEAD_LIQUIDITY,"[""LONG_ALIGNED_WITH_EXPANSION_UP_REGIME"",""POSITIVE_SIGNAL_DELTA_AND_BUY_IMBALANCE"",""SHORT_HORIZON_PRICE_AND_DELTA_CONFIRMATION"",""ENTRY_CLOSE_TO_QUOTE_ADJUSTED_SIGNAL_PRICE"",""TP1_HAS_CLEAR_PATH_AT_APPROXIMATELY_1R"",""TP2_APPROACHES_SIGNIFICANT_RESISTANCE""]","[""OVERHEAD_LIQUIDITY_WITHIN_FIRST_0.55R"",""TP2_INTERSECTS_RESISTANCE_BEGINNING_NEAR_1.47R"",""FALLING_OPEN_INTEREST_SUGGESTS_WEAKER_PARTICIPATION_OR_SHORT_COVERING"",""STOP_NOT_BEHIND_NEAREST_QUALIFIED_SUPPORT"",""ENTRY_NEAR_UPPER_END_OF_MULTIPLE_HORIZON_RANGES"",""MARKET_DATA_RECOVERED_DEGRADED_AND_PARTIAL"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE""]","SUPPORT with moderate confidence. The long was aligned with the high-confidence expansion-up regime, positive PEAK delta and buy imbalance, and strengthening 5m-60m price/delta. Execution tracked the quote-adjusted signal closely, and TP1 offered approximately 1R before the nearest significant resistance. Quality is reduced by nearby swing-high and double-top liquidity, resistance obstructing TP2, declining open interest, a stop placed above rather than beyond qualified support, elevated range position, and reconstructed degraded market context.","{""input_tokens"":8002,""input_tokens_details"":{""cache_write_tokens"":7999,""cached_tokens"":0},""output_tokens"":588,""output_tokens_details"":{""reasoning_tokens"":252},""total_tokens"":8590}",
EX_EN_1781615351,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,52a020c2dcca78de7f2576d0f56700835d9c52fe6a39f63acd5ebfbe06c85ef3,0364d3890c8c305b9a974d0ac7e912058b7dfe5dc2cdac67f4b4d29110d317a6,2026-09-24T18:27:14.703350+00:00,resp_0d822f15a41569b8016ab56b82f6e487d296301ec5bee7e580,SUPPORT,0.74,SHORT_MOMENTUM_MARKDOWN,"[""SHORT_ALIGNED_WITH_LOCAL_SELL_FLOW"",""MULTI_HORIZON_BEARISH_PRICE_MOMENTUM"",""PRICE_BELOW_VWAP_ON_5M_15M_30M_60M_240M_1D"",""MARKDOWN_STRUCTURE_ABOVE_SUPPORT"",""TARGETS_BEFORE_NEAREST_QUALIFIED_SUPPORT"",""EXECUTION_WORSE_THAN_SIGNAL_FOR_SHORT"",""TP1_REWARD_BELOW_1R""]","[""BROAD_3D_7D_ACCUMULATION_CONFLICT"",""ENTRY_AND_TARGET_PATH_INSIDE_MIXED_SIGNIFICANT_ZONE"",""DOWNSIDE_LIQUIDITY_NEAR_TP1_MAY_SUPPORT_PRICE"",""STOP_NEAR_UPSIDE_LIQUIDITY_ZONE"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""DEGRADED_LONG_HORIZON_DATA"",""30D_HORIZON_INCOMPLETE"",""POC_UNAVAILABLE""]","Support the short direction: raw 5m through 240m observations show falling price, negative delta, closes near range lows, and price below VWAP, consistent with markdown structure. The entry still has room before qualified support, but execution was about 0.128% worse than the converted signal price, TP1 offers only 0.75R, downside liquidity clusters near TP1, and broad 3d/7d accumulation plus partial reconstructed data reduce confidence.","{""input_tokens"":8298,""input_tokens_details"":{""cache_write_tokens"":8295,""cached_tokens"":0},""output_tokens"":684,""output_tokens_details"":{""reasoning_tokens"":355},""total_tokens"":8982}",
EX_EN_1781615351,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,52a020c2dcca78de7f2576d0f56700835d9c52fe6a39f63acd5ebfbe06c85ef3,b4550ee8bc10d7f91a08e04f9cba23e33982fb06205891a8fc830c092b990ca1,2026-09-24T18:27:26.888359+00:00,resp_0caf4a06bf688ae2016ab56b8f2a5c87d296886fdf0fcb0add,UNCLEAR,0.82,noisy_peak,"[""LOCAL_SELL_FLOW_SUPPORTS_SHORT"",""PRICE_BELOW_5M_15M_30M_60M_240M_VWAP"",""MARKDOWN_ABOVE_SUPPORT_STRUCTURE"",""ENTRY_NEAR_60M_AND_240M_RANGE_LOW"",""BROAD_3D_7D_ACCUMULATION_CONFLICTS_WITH_LOCAL_FLOW"",""DOWNSIDE_LIQUIDITY_ZONES_INTERSECT_TARGET_PATH"",""SUBUNIT_TP1_REWARD_RISK""]","[""LATE_SHORT_CHASE_NEAR_LOCAL_EXTREMA"",""ACTUAL_SHORT_ENTRY_WORSE_THAN_SIGNAL_PRICE"",""HIGH_SEVERITY_LOCAL_VS_BROAD_CONTEXT_CONFLICT"",""3D_7D_AND_1D_DATA_RECOVERED_DEGRADED"",""RECONSTRUCTED_PARTIAL_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""POC_UNAVAILABLE_FOR_CANONICAL_HORIZONS"",""SIGNIFICANT_MIXED_ZONE_SPANS_ENTRY_AND_TARGETS"",""TP1_R_BELOW_1""]","The short has strong fresh local sell flow and trades below local and 240m VWAPs, but the actual entry is a chase near the 60m/240m lows. Broad 3d/7d accumulation conflicts with continuation, downside liquidity zones obstruct the target path, and TP1 offers only 0.75R. Reconstructed and degraded context prevents a reliable directional edge.","{""input_tokens"":8527,""input_tokens_details"":{""cache_write_tokens"":8524,""cached_tokens"":0},""output_tokens"":641,""output_tokens_details"":{""reasoning_tokens"":317},""total_tokens"":9168}",
EX_EN_1781615351,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,52a020c2dcca78de7f2576d0f56700835d9c52fe6a39f63acd5ebfbe06c85ef3,3dd8c12cccfc56ea4a70d6277bde5e044af484faf170c35e5cf4124fc8145a50,2026-09-24T18:27:35.831456+00:00,resp_0dc559850d4ace6c016ab56b9819b487d2b14a67e9911aa061,SUPPORT,0.7,bearish_momentum_continuation_with_degraded_entry,"[""STRONG_LOCAL_BEARISH_PRICE_ALIGNMENT"",""NEGATIVE_DELTA_ACROSS_5M_TO_240M"",""PRICE_BELOW_VWAP_ACROSS_LOCAL_HORIZONS"",""SIGNAL_PRICE_BELOW_SIGNAL_VWAP_AND_POC"",""TP2_BEFORE_NEAREST_QUALIFIED_SUPPORT"",""ACTUAL_FILL_DEGRADED_SHORT_GEOMETRY""]","[""TP1_REWARD_BELOW_1R"",""SHORT_ENTRY_NEAR_LOCAL_RANGE_LOWS"",""BROAD_3D_7D_ACCUMULATION_CONFLICT"",""DOWNSIDE_LIQUIDITY_ZONES_NEAR_TARGET_PATH"",""STOP_NEAR_OVERHEAD_SWING_HIGH_LIQUIDITY"",""PARTIAL_RECONSTRUCTED_MARKET_CONTEXT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""DEGRADED_LONG_HORIZON_DATA""]","SUPPORT, but only as a moderate-quality bearish continuation setup. Raw 5m through 240m observations consistently showed falling price, negative delta, and price below VWAP, while the signal also formed below its VWAP and POC. The actual short fill was worse than the signal-relative execution price, reducing TP1 to 0.75R and leaving the entry near already-extended local lows. Broad 3d/7d accumulation, nearby downside liquidity, and partial reconstructed context limit confidence, though TP2 remained above the nearest qualified support.","{""input_tokens"":8276,""input_tokens_details"":{""cache_write_tokens"":8273,""cached_tokens"":0},""output_tokens"":1165,""output_tokens_details"":{""reasoning_tokens"":839},""total_tokens"":9441}",
